project_name_en,ejari_property_sub_type_en,average_prices_per_development
THE RESIDENCES AT MARINA GATE 1,Studio,66880.9705882353
THE RESIDENCES AT MARINA GATE 2,1bed room+Hall,101938.41594022416
THE RESIDENCES AT MARINA GATE 2,2 bed rooms+hall,152196.63279857396
THE RESIDENCES AT MARINA GATE 2,3 bed rooms+hall,242071.55066079294
THE RESIDENCES AT MARINA GATE 2,4 bed rooms+hall,706257.2631578947
THE RESIDENCES AT MARINA GATE 2,Shop,662748.4761904762
"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",2 bed rooms+hall,1090545.4545454546
"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",3 bed rooms+hall,2491666.6666666665
"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",4 bed rooms+hall,3000000.0
THE SIGNATURE,1bed room+Hall,80633.82337317397
THE SIGNATURE,2 bed rooms+hall,110708.95108695653
THE SIGNATURE,3 bed rooms+hall,133773.09589041097
THE SIGNATURE,Office,488800.0
THE SIGNATURE,Penthouse,200000.0
THE SIGNATURE,Shop,205000.0
THE SPIRIT,1bed room+Hall,53661.468531468534
THE SPIRIT,Studio,34317.41863460713
THE SQUARE,1bed room+Hall,50163.806603773584
THE SQUARE,2 bed rooms+hall,82891.7
THE SQUARE,Clinic,80373.0
THE SQUARE,Office,62369.225
THE SQUARE,Restaurant,650000.0
THE SQUARE,Shop,180400.0
THE SQUARE,Studio,35512.256944444445
THE SQUARE,Supermarket,250600.0
THE STERLING EAST HOUSE,1bed room+Hall,144333.33333333334
THE STERLING EAST HOUSE,2 bed rooms+hall,179375.0
THE STERLING EAST HOUSE,Studio,86666.66666666667
THE STERLING WEST HOUSE,1bed room+Hall,151125.0
THE STERLING WEST HOUSE,2 bed rooms+hall,202000.0
THE STERLING WEST HOUSE,4 bed rooms+hall,340000.0
THE STERLING WEST HOUSE,Studio,74550.0
THE SUNDIALS,3 bed rooms+hall,240000.0
THE SUNDIALS,4 bed rooms+hall,264364.6909090909
THE SUNDIALS,5 bed rooms+hall,440143.07272727275
THE SUNDIALS,6 bed rooms+hall,317724.4117647059
THE SUSTAINABLE CITY,1bed room+Hall,58954.386666666665
THE SUSTAINABLE CITY,2 bed rooms+hall,91132.9557522124
THE SUSTAINABLE CITY,3 bed rooms+hall,183243.66538164997
THE SUSTAINABLE CITY,4 bed rooms+hall,202415.72630780895
THE SUSTAINABLE CITY,5 bed rooms+hall,292000.0
THE SUSTAINABLE CITY,Clinic,414257.64705882355
THE SUSTAINABLE CITY,Office,238479.04545454544
THE SUSTAINABLE CITY,Shop,265159.8333333333
THE SUSTAINABLE CITY,Studio,45761.150837988826
THE V TOWER,1bed room+Hall,55905.397163120564
THE V TOWER,2 bed rooms+hall,72958.33333333333
THE V TOWER,3 bed rooms+hall,102761.90476190476
THE V TOWER,Studio,40580.142857142855
THE VILLA,5 bed rooms+hall,361000.0
THE VILLA 3,3 bed rooms+hall,272500.0
THE VILLA 3,4 bed rooms+hall,155666.66666666666
THE VILLA 3,5 bed rooms+hall,252882.90217391305
THE VILLA 3,6 bed rooms+hall,308648.31481481483
THE VOGUE,1bed room+Hall,77655.12341772152
THE VOGUE,2 bed rooms+hall,102037.52586206897
THE VOGUE,3 bed rooms+hall,136926.975
THE VOGUE,Office,75200.0
THE VOGUE,Shop,100575.86666666667
THE VOGUE,Studio,54848.90804597701
THE WATER FRONT,2 bed rooms+hall,107149.33986928104
THE WATER FRONT,3 bed rooms+hall,146663.58333333334
THE WATER FRONT,4 bed rooms+hall,187537.08571428573
THE WATER FRONT,Office,325978.3333333333
THE WINGS,1bed room+Hall,64556.097872340426
THE WINGS,2 bed rooms+hall,75780.22448979592
THE WINGS,3 bed rooms+hall,92867.64150943396
THE WINGS,Shop,177194.66233766233
THE WINGS,Studio,30514.575452716297
THE ZEN,1bed room+Hall,64936.19117647059
THE ZEN,2 bed rooms+hall,84073.6640625
THE ZEN,3 bed rooms+hall,104947.17142857143
THE ZEN,4 bed rooms+hall,186666.66666666666
THE ZEN,Shop,192946.9393939394
TIARA RESIDENCE,1bed room+Hall,135134.28672566373
TIARA RESIDENCE,2 bed rooms+hall,187756.92652552927
TIARA RESIDENCE,3 bed rooms+hall,235197.16194331984
TIARA RESIDENCE,4 bed rooms+hall,368295.63265306124
TIARA RESIDENCE,5 bed rooms+hall,417400.0
TIARA RESIDENCE,Shop,226336.25
TIFFANY TOWERS,Office,150440.39312039313
TIFFANY TOWERS,Restaurant,139978.4
TIFFANY TOWERS,Shop,292447.9428571428
TOPAZ RESIDENCES 1,1bed room+Hall,41751.218074656186
TOPAZ RESIDENCES 2,1bed room+Hall,61897.234042553195
TOPAZ RESIDENCES 3,1bed room+Hall,45864.04385964912
TORCH TOWER,1bed room+Hall,75846.9922829582
TORCH TOWER,2 bed rooms+hall,106246.5127030404
TORCH TOWER,3 bed rooms+hall,158253.23636363636
TORCH TOWER,Shop,559556.4848484849
TOWER 108,1bed room+Hall,59178.14122137405
TOWER 108,2 bed rooms+hall,81403.72139303482
TOWER 108,3 bed rooms+hall,109256.25
TOWER 108,Shop,270675.98039215687
TOWER 108,Studio,37756.13896457766
TOWN SQUARE HAYAT,3 bed rooms+hall,98291.56861099454
TOWN SQUARE HAYAT,4 bed rooms+hall,115720.8352
TOWN SQUARE JENNA AND WARDA,1bed room+Hall,47049.26610644258
TOWN SQUARE JENNA AND WARDA,2 bed rooms+hall,56932.67267483778
TOWN SQUARE JENNA AND WARDA,3 bed rooms+hall,80198.3169398907
TOWN SQUARE JENNA AND WARDA,4 bed rooms+hall,85000.0
TOWN SQUARE JENNA AND WARDA,Coffe shop,1.0
TOWN SQUARE JENNA AND WARDA,GYM,172688.0
TOWN SQUARE JENNA AND WARDA,Nursery,402865.3333333333
TOWN SQUARE JENNA AND WARDA,Office,196000.0
TOWN SQUARE JENNA AND WARDA,Pharmacy,379218.0
TOWN SQUARE JENNA AND WARDA,Shop,116151.46153846153
TOWN SQUARE JENNA AND WARDA,Supermarket,742775.0
TOWN SQUARE SAFI,1bed room+Hall,37898.708333333336
TOWN SQUARE SAFI,2 bed rooms+hall,53150.43534136546
TOWN SQUARE SAFI,3 bed rooms+hall,77469.75723830736
TOWN SQUARE SAFI,Shop,85492.5
TOWN SQUARE SAFI,Studio,27056.72077922078
TOWN SQUARE ZAHRA,1bed room+Hall,38148.95115681234
TOWN SQUARE ZAHRA,2 bed rooms+hall,54553.539589442815
TOWN SQUARE ZAHRA,3 bed rooms+hall,89894.08663101605
TOWN SQUARE ZAHRA,4 bed rooms+hall,118536.14347826087
TOWN SQUARE ZAHRA,Coffe shop,128200.0
TOWN SQUARE ZAHRA,Restaurant,149864.0
TOWN SQUARE ZAHRA,Shop,212970.66666666666
TOWN SQUARE ZAHRA,Studio,25997.750902527077
TOWNHOUSES AT JUMEIRAH ISLANDS,3 bed rooms+hall,50000.0
TOWNHOUSES AT JUMEIRAH ISLANDS,4 bed rooms+hall,196767.86297376093
TOWNHOUSES AT JUMEIRAH ISLANDS,Shop,472476.1403508772
TRAFALGAR CENTRAL,1bed room+Hall,39950.43970315399
TRAFALGAR CENTRAL,2 bed rooms+hall,58671.61467889908
TRAFALGAR CENTRAL,3 bed rooms+hall,78995.85074626865
TRAFALGAR CENTRAL,Restaurant,165000.0
TRAFALGAR CENTRAL,Shop,150723.39024390245
TRAFALGAR CENTRAL,Studio,29074.22857142857
TRIDENT GRAND,1bed room+Hall,104071.9798657718
TRIDENT GRAND,2 bed rooms+hall,146863.1167434716
TRIDENT GRAND,3 bed rooms+hall,184351.29411764705
TRIDENT GRAND,4 bed rooms+hall,424382.8888888889
TRIDENT GRAND,Shop,736871.4719101123
TULIP PARK,2 bed rooms+hall,90000.0
TULIP PARK,3 bed rooms+hall,117460.69863013699
TULIP PARK,4 bed rooms+hall,127142.85714285714
TUSCAN RESIDENCE 1,1bed room+Hall,49891.2
TUSCAN RESIDENCE 1,2 bed rooms+hall,83842.85714285714
TUSCAN RESIDENCE 1,Shop,132162.16666666666
TUSCAN RESIDENCE 1,Studio,35472.13230769231
TUSCAN RESIDENCES1 - AREZZO,1bed room+Hall,50569.03047895501
TUSCAN RESIDENCES1 - AREZZO,2 bed rooms+hall,81473.42105263157
TUSCAN RESIDENCES1 - AREZZO,Shop,89350.77966101695
TUSCAN RESIDENCES1 - AREZZO,Studio,34566.72567783094
TUSCAN RESIDENCES1 - SIENA,1bed room+Hall,50527.22841726619
TUSCAN RESIDENCES1 - SIENA,2 bed rooms+hall,76533.42424242424
TUSCAN RESIDENCES1 - SIENA,Shop,153089.48387096773
TUSCAN RESIDENCES1 - SIENA,Studio,33592.51764705883
TWO TOWERS,1bed room+Hall,76409.7329749104
TWO TOWERS,2 bed rooms+hall,98087.99388646288
TWO TOWERS,Duplex,124728.4
TWO TOWERS,Penthouse,140075.29787234042
TWO TOWERS,Shop,287428.02777777775
TWO TOWERS,Warehouse,109361.59375
Tabeer 1,1bed room+Hall,41537.07407407407
Tabeer 1,2 bed rooms+hall,55555.181818181816
Tabeer 1,Studio,31300.0
Taraf 2 Residence,1bed room+Hall,79928.57142857143
Taraf 2 Residence,2 bed rooms+hall,100864.6
Taraf 2 Residence,Studio,48333.333333333336
The 50,1bed room+Hall,39609.90140845071
The 50,2 bed rooms+hall,58829.22
The Address Residence-Fountain Views,1bed room+Hall,163510.21505376344
The Address Residence-Fountain Views,2 bed rooms+hall,243030.62068965516
The Address Residence-Fountain Views,3 bed rooms+hall,422872.3191489362
The Address Residence-Fountain Views,4 bed rooms+hall,811729.5555555555
The Address Residence-Fountain Views,Hotel,525000.0
The Cove,1bed room+Hall,79139.26666666666
The Cove,2 bed rooms+hall,133007.07096774192
The Cove,3 bed rooms+hall,218237.375
The Cove,4 bed rooms+hall,393333.3333333333
The Cove,Shop,221212.0
The Cove,Spa,237497.0
The Estate - II,3 bed rooms+hall,148987.8
The Estate - II,4 bed rooms+hall,292857.14285714284
The Eugene Townhouses,3 bed rooms+hall,148092.58620689655
The Fairway at Dubai Hills,5 bed rooms+hall,1247631.5789473683
The Fairway at Dubai Hills,6 bed rooms+hall,2550000.0
The Galleries,1bed room+Hall,61352.5641025641
The Galleries,2 bed rooms+hall,104249.46153846153
The Galleries,Shop,139293.75
The Grand,1bed room+Hall,101438.80597014926
The Grand,2 bed rooms+hall,170615.9778761062
The Grand,3 bed rooms+hall,278260.8695652174
The Grand,4 bed rooms+hall,400000.0
The Grand,Shop,346996.0
The Hills,1bed room+Hall,86857.12638580932
The Hills,2 bed rooms+hall,134916.87411598302
The Hills,3 bed rooms+hall,184348.38533333334
The Hills,4 bed rooms+hall,300833.3333333333
The Hills,5 bed rooms+hall,432858.0
The Hills,Clinic,162692.0
The Hills,Restaurant,698421.5
The Hills,Shop,384953.80555555556
The Hills,Supermarket,601200.0
The Lakes - Deema 1,3 bed rooms+hall,236234.1923076923
The Lakes - Deema 1,4 bed rooms+hall,264154.56707317074
The Lakes - Deema 1,5 bed rooms+hall,245009.0909090909
The Lakes Deema 2,3 bed rooms+hall,256185.56923076924
The Lakes Deema 2,4 bed rooms+hall,280030.70175438595
The Lakes Deema 2,5 bed rooms+hall,320000.0
The Lakes Deema 3,3 bed rooms+hall,242841.72727272726
The Lakes Deema 3,4 bed rooms+hall,268252.16883116885
The Lakes Deema 4,3 bed rooms+hall,238618.01226993866
The Lakes Deema 4,4 bed rooms+hall,252687.57342657342
The Lakes Ghadeer,1bed room+Hall,221727.66666666666
The Lakes Ghadeer,2 bed rooms+hall,188000.0
The Lakes Ghadeer,3 bed rooms+hall,191658.48938679244
The Lakes Ghadeer,4 bed rooms+hall,207713.39130434784
The Lakes Ghadeer,5 bed rooms+hall,216818.18181818182
The Lakes Zulal,1bed room+Hall,187646.47085201793
The Lakes Zulal,2 bed rooms+hall,171600.0
The Lakes Zulal,3 bed rooms+hall,189902.11358403685
The Lakes Zulal,4 bed rooms+hall,213872.75
The Lakes Zulal,5 bed rooms+hall,214333.33333333334
The Nook,1bed room+Hall,51687.13333333333
The Nook,2 bed rooms+hall,65212.489583333336
The Nook,3 bed rooms+hall,85957.7311827957
The Nook,Shop,391710.9090909091
The Nook,Studio,40078.94736842105
The Parkway at Dubai Hills,10 bed rooms+hall,2350000.0
The Parkway at Dubai Hills,4 bed rooms+hall,2030000.0
The Parkway at Dubai Hills,5 bed rooms+hall,1091666.6666666667
The Parkway at Dubai Hills,6 bed rooms+hall,1175000.0
The Parkway at Dubai Hills,7 bed rooms+hall,1610000.0
The Pulse Boulevard Apartments,1bed room+Hall,33051.93661971831
The Pulse Boulevard Apartments,2 bed rooms+hall,47511.87214611872
The Pulse Boulevard Apartments,3 bed rooms+hall,60161.555555555555
The Pulse Boulevard Apartments,Shop,472720.0
The Pulse Boulevard Apartments - C3,1bed room+Hall,36789.07608695652
The Pulse Boulevard Apartments - C3,2 bed rooms+hall,50323.3
The Pulse Boulevard Apartments - C3,3 bed rooms+hall,67464.28571428571
The Pulse Boulevard Apartments - C3,Shop,130272.0
The Pulse Boulevard Apartments-C1,1bed room+Hall,36415.81415929204
The Pulse Boulevard Apartments-C1,2 bed rooms+hall,49323.008849557526
The Pulse Boulevard Apartments-C1,3 bed rooms+hall,63960.57142857143
The Pulse Boulevard Apartments-C1,Shop,119952.0
The Pulse Boulevard Apartments-C1,Spa,179928.5
The Pulse Residence,1bed room+Hall,30623.172043010753
The Pulse Residence,2 bed rooms+hall,46971.73708920188
The Pulse Residence,3 bed rooms+hall,71205.61016949153
The Pulse Residence,Shop,110452.66666666667
The Pulse Residence,Studio,21340.25974025974
The Pulse Residence Icon,1bed room+Hall,35515.13513513513
The Pulse Residence Icon,2 bed rooms+hall,55356.18666666667
The Pulse Residence Icon,Office,50000.0
The Pulse Residence Icon,Penthouse,63120.666666666664
The Pulse Residence Icon,Shop,118021.0
The Pulse Residence Icon,Studio,21416.666666666668
The Pulse Residence Park,1bed room+Hall,32635.15254237288
The Pulse Residence Park,2 bed rooms+hall,49856.541935483874
The Pulse Residence Park,Penthouse,69418.78571428571
The Pulse Residence Park,Restaurant,118690.0
The Pulse Residence Park,Shop,189806.0
The Pulse Residence Park,Studio,21252.11111111111
The Pulse Residence Plaza,1bed room+Hall,31752.69540229885
The Pulse Residence Plaza,2 bed rooms+hall,53002.19512195122
The Pulse Residence Plaza,3 bed rooms+hall,97500.0
The Pulse Residence Plaza,Shop,113875.11111111111
The Pulse Residence Plaza,Studio,25277.58
The Pulse Villas,2 bed rooms+hall,118937.10344827586
The Pulse Villas,3 bed rooms+hall,146550.34426229508
The Pulse Villas,4 bed rooms+hall,194929.11111111112
The Pulse Villas,GYM,120000.0
The Pulse Villas,Shop,72030.0
The Pulse Villas 2,3 bed rooms+hall,155284.8125
The Pulse Villas 2,4 bed rooms+hall,188285.7142857143
The Residences,2 bed rooms+hall,160200.26153846155
The Residences,3 bed rooms+hall,221269.76335877864
The Residences,4 bed rooms+hall,336300.0
The Residences,5 bed rooms+hall,873636.3636363636
The Residences,Hotel,1640000.0
The Terraces,1bed room+Hall,86187.29411764706
The Terraces,2 bed rooms+hall,151957.10655737706
The Terraces,3 bed rooms+hall,206100.0
The Terraces,Shop,359833.125
The Valley - Eden,3 bed rooms+hall,126672.39830508475
The Valley - Eden,4 bed rooms+hall,165666.66666666666
Time 1,1bed room+Hall,51027.0625
Time 1,3 bed rooms+hall,104153.84615384616
Time 1,Studio,35647.3
U-BORA TOWERS,1bed room+Hall,70832.1940874036
U-BORA TOWERS,2 bed rooms+hall,107480.48351648351
U-BORA TOWERS,3 bed rooms+hall,134955.31914893616
U-BORA TOWERS,Office,693541.0690909091
U-BORA TOWERS,Shop,458157.855721393
UNA,1bed room+Hall,39890.13741223671
UNA,2 bed rooms+hall,87000.0
UNA,Shop,1.0
UNA,Studio,30443.457943925234
UNIESTATE MILLENNIUM TOWER,1bed room+Hall,47425.730769230766
UNIESTATE MILLENNIUM TOWER,Studio,28130.445623342173
UNIESTATE SPORTS TOWER,1bed room+Hall,39328.686274509804
UNIESTATE SPORTS TOWER,2 bed rooms+hall,61791.27272727273
UNIESTATE SPORTS TOWER,Studio,29041.352713178294
UNIESTATE SUPREME RESIDENCE,1bed room+Hall,68604.25
UNIESTATE SUPREME RESIDENCE,Studio,47371.48
UPPER CREST,1bed room+Hall,78325.76121076233
UPPER CREST,2 bed rooms+hall,102977.125
UPPER CREST,3 bed rooms+hall,136990.2734375
UPPER CREST,Hotel,84670.19178082192
UPPER CREST,Shop,117675.40909090909
UPPER CREST,Studio,62691.52023121387
UPSIDE Living,1bed room+Hall,141236.025
UPSIDE Living,Shop,135000.0
UPSIDE Living,Studio,103136.0207253886
URBANA,2 bed rooms+hall,49327.16640502355
URBANA,3 bed rooms+hall,69782.4537444934
URBANA II,2 bed rooms+hall,48630.41330166271
URBANA II,3 bed rooms+hall,66872.53153153154
URBANA III,2 bed rooms+hall,54522.96442687747
URBANA III,3 bed rooms+hall,73992.11
URBANA III,Office,78600.0
Uniestate Prime Tower,1bed room+Hall,38647.73
Uniestate Prime Tower,2 bed rooms+hall,61755.166666666664
Uniestate Prime Tower,Duplex,76179.05263157895
Uniestate Prime Tower,Shop,56142.8
Uniestate Prime Tower,Studio,28452.912891986063
V2,1bed room+Hall,52459.163265306124
V2,2 bed rooms+hall,91808.25
V2,Studio,40810.63829787234
V3,1bed room+Hall,73197.82833505688
V3,2 bed rooms+hall,112157.24713375796
V3,3 bed rooms+hall,138050.71538461538
V3,Shop,211746.66666666666
VALENCIA,3 bed rooms+hall,121666.66666666667
VALENCIA,4 bed rooms+hall,124305.61643835617
VERA TOWER,1bed room+Hall,70550.18068535825
VERA TOWER,2 bed rooms+hall,102175.80769230769
VERA TOWER,Shop,148233.14285714287
VERA TOWER,Studio,70000.0
VICEROY HOTEL RESORTS RESIDENCES,1bed room+Hall,176740.04545454544
VICEROY HOTEL RESORTS RESIDENCES,2 bed rooms+hall,241278.11627906977
VICEROY HOTEL RESORTS RESIDENCES,3 bed rooms+hall,341838.9193548387
VICEROY HOTEL RESORTS RESIDENCES,4 bed rooms+hall,938194.4444444445
VICEROY HOTEL RESORTS RESIDENCES,5 bed rooms+hall,1504247.6666666667
VICEROY HOTEL RESORTS RESIDENCES,Hotel,1040645.1612903225
VICEROY HOTEL RESORTS RESIDENCES,Office,5000000.0
VICEROY HOTEL RESORTS RESIDENCES,Shop,11651219.512195121
VICTORIA RESIDENCY,1bed room+Hall,51889.54666666667
VICTORIA RESIDENCY,2 bed rooms+hall,69019.72115384616
VICTORIA RESIDENCY,3 bed rooms+hall,94058.28723404255
VICTORY HEIGHTS,3 bed rooms+hall,159676.6739811912
VICTORY HEIGHTS,4 bed rooms+hall,190665.38408896493
VICTORY HEIGHTS,5 bed rooms+hall,278117.9574555969
VICTORY HEIGHTS,6 bed rooms+hall,412835.94805194804
VICTORY HEIGHTS - PHASE 2,3 bed rooms+hall,183333.33333333334
VICTORY HEIGHTS - PHASE 2,4 bed rooms+hall,169002.392
VIDA RESIDENCE DOWNTOWN DUBAI,1bed room+Hall,121653.35897435897
VIDA RESIDENCE DOWNTOWN DUBAI,2 bed rooms+hall,212835.17013888888
VIDA RESIDENCE DOWNTOWN DUBAI,3 bed rooms+hall,303726.0909090909
VIDA RESIDENCE DOWNTOWN DUBAI,4 bed rooms+hall,439650.8
VIDA RESIDENCE DOWNTOWN DUBAI,5 bed rooms+hall,1170833.3333333333
VIDA RESIDENCE DOWNTOWN DUBAI,Hotel,193067.60606060605
VIDA RESIDENCE DOWNTOWN DUBAI,Restaurant,1223056.5
VIDA Residences Dubai Marina,1bed room+Hall,156198.75
VIDA Residences Dubai Marina,2 bed rooms+hall,221373.73333333334
VIDA Residences Dubai Marina,3 bed rooms+hall,313638.8888888889
VIDA Residences Dubai Marina,4 bed rooms+hall,455000.0
VILLA MYRA,1bed room+Hall,55868.444444444445
VILLA MYRA,2 bed rooms+hall,91958.92405063291
VILLA MYRA,3 bed rooms+hall,133113.63636363635
VILLA MYRA,4 bed rooms+hall,90944.44444444444
VILLA MYRA,Duplex,62000.0
VILLA MYRA,Studio,40743.7294117647
VILLA PERA,1bed room+Hall,64979.63636363636
VILLA PERA,2 bed rooms+hall,95663.81818181818
VILLA PERA,3 bed rooms+hall,144230.0
VILLA PERA,4 bed rooms+hall,145000.0
VILLA PERA,Studio,44171.63953488372
VINCITORE PALACIO,1bed room+Hall,59251.53048780488
VINCITORE PALACIO,2 bed rooms+hall,78614.19230769231
VINCITORE PALACIO,Shop,117601.53333333334
VINCITORE PALACIO,Studio,37599.52392947103
VOLANTE,1bed room+Hall,623928.5714285715
VOLANTE,2 bed rooms+hall,1087875.4583333333
VOLANTE,3 bed rooms+hall,708333.3333333334
VOLANTE,5 bed rooms+hall,1706245.2857142857
VOLANTE,GYM,225000.0
Vida Dubai Mall,Restaurant,54812.333333333336
Vida Dubai Mall,Shop,491403.3663366337
Villa Amalfi,3 bed rooms+hall,990771.947368421
Villa Amalfi,4 bed rooms+hall,1923147.4285714286
Villa Amalfi,5 bed rooms+hall,1966161.3333333333
Villa Lantana 1,3 bed rooms+hall,163112.42510121458
Villa Lantana 1,4 bed rooms+hall,198722.33024691357
Villa Lantana 1,5 bed rooms+hall,175555.66666666666
Villa Lantana 2,2 bed rooms+hall,153625.0
Villa Lantana 2,3 bed rooms+hall,157693.79385964913
Villa Lantana 2,4 bed rooms+hall,192911.83742331289
Villa Lantana 2,5 bed rooms+hall,280030.0
Villanova Amaranta,2 bed rooms+hall,104239.43824701195
Villanova Amaranta,3 bed rooms+hall,141442.635
Villanova Amaranta,4 bed rooms+hall,158273.8896103896
Villanova Amaranta 3,3 bed rooms+hall,122533.42083333334
Villanova Amaranta 3,4 bed rooms+hall,143464.52100840336
Villanova Amaranta 3,5 bed rooms+hall,180000.0
Villanova Amaranta A,2 bed rooms+hall,90600.61764705883
Villanova Amaranta A,3 bed rooms+hall,107270.53846153847
Villanova Amaranta A,4 bed rooms+hall,133665.55555555556
Villanova Amaranta B,2 bed rooms+hall,94124.94805194806
Villanova Amaranta B,3 bed rooms+hall,104229.940874036
Villanova Amaranta B,4 bed rooms+hall,137350.01388888888
Vincitore Boulevard,1bed room+Hall,62596.15966386555
Vincitore Boulevard,Restaurant,167832.0
Vincitore Boulevard,Shop,248080.2191780822
Vincitore Boulevard,Studio,38200.27536231884
W Residences Dubai - The Palm,3 bed rooms+hall,2350000.0
W Residences Dubai - The Palm,4 bed rooms+hall,2847142.8571428573
W Residences Dubai - The Palm,5 bed rooms+hall,2737500.0
W Residences Dubai - The Palm,Shop,1510846.3333333333
WADI TOWER,1bed room+Hall,34206.166666666664
WADI TOWER,2 bed rooms+hall,50083.333333333336
WARSAN VILLAGE - B & C,3 bed rooms+hall,87364.3428132206
WARSAN VILLAGE - B & C,4 bed rooms+hall,94861.09090909091
WARSAN VILLAGE - D,3 bed rooms+hall,85726.84767025089
WARSAN VILLAGE - D,5 bed rooms+hall,90000.0
WARSAN VILLAGE A,3 bed rooms+hall,86473.70862068965
WARSAN VILLAGE A,4 bed rooms+hall,85631.44444444444
WARSAN VILLAGE A,5 bed rooms+hall,82500.0
WARSAN VILLAGE A,Shop,600000.0
WATER'S EDGE,1bed room+Hall,80444.35
WATER'S EDGE,2 bed rooms+hall,123284.8717948718
WATER'S EDGE,3 bed rooms+hall,159826.6
WATER'S EDGE,Office,68571.42857142857
WATER'S EDGE,Shop,163183.4382022472
WATER'S EDGE,Studio,57854.4181184669
WEST AVENUE,1bed room+Hall,89191.36160188456
WEST AVENUE,2 bed rooms+hall,131182.36170212767
WEST AVENUE,4 bed rooms+hall,253125.0
WEST AVENUE,Shop,361071.36363636365
WEST AVENUE,Studio,69031.36607142857
WEST WHAREF TOWER,1bed room+Hall,79239.92631578947
WEST WHAREF TOWER,2 bed rooms+hall,130004.08
WEST WHAREF TOWER,3 bed rooms+hall,175624.97916666666
WEST WHAREF TOWER,5 bed rooms+hall,1200000.0
WEST WHAREF TOWER,Shop,685100.75
WEST WHAREF TOWER,Studio,57879.986394557825
WESTAR CASABLANCA,4 bed rooms+hall,133863.66666666666
WESTAR CASABLANCA,5 bed rooms+hall,146137.04255319148
WESTAR LA RESIDENCIA DEL SOL,3 bed rooms+hall,111214.29166666667
WESTAR LES CASTELETS,3 bed rooms+hall,120000.0
WESTAR LES CASTELETS,4 bed rooms+hall,130581.21052631579
WESTAR LES MAISONETTES,3 bed rooms+hall,125206.89655172414
WESTAR LES MAISONETTES,4 bed rooms+hall,127241.45454545454
WESTAR LES MAISONETTES,5 bed rooms+hall,119481.375
WESTAR REFLECTION,3 bed rooms+hall,147056.41304347827
WESTAR REFLECTION,4 bed rooms+hall,123750.0
WESTAR REFLECTION,5 bed rooms+hall,136538.46153846153
WESTAR TERRACE  GARDEN,3 bed rooms+hall,134786.81818181818
WESTAR TERRACE  GARDEN,4 bed rooms+hall,130013.46666666666
WESTBURRY TOWER,Clinic,162838.8275862069
WESTBURRY TOWER,Ladies Saloon,90086.25
WESTBURRY TOWER,Office,201955.6655817738
WESTBURRY TOWER,Shop,264585.7368421053
WESTERN RESIDENCE - NORTH - 25 VILLAS,3 bed rooms+hall,123713.33333333333
WILTON PARK RESIDENCES,1bed room+Hall,99236.74285714286
WILTON PARK RESIDENCES,2 bed rooms+hall,151813.94594594595
